FileA;FileB;FolderA;FolderB;CosSim
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000231;1;1;0.04345889886468778
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000251;1;1;0.04230877894193885
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000878;1;1;0.039863910316356777
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000237;1;1;0.01090606642648487
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000600;1;1;0.022498563737288153
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000180;1;1;0.01999242166155333
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000601;1;1;0.027544619983880338
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000630;1;1;0.033619331082973186
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/alt.atheism/0000585;1;1;0.05166867553443878
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/alt.atheism/0000251;1;1;0.7776846889390758
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/alt.atheism/0000878;1;1;0.029014145547211
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/alt.atheism/0000237;1;1;0.023280101912235156
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/alt.atheism/0000600;1;1;0.013533034182547568
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/alt.atheism/0000180;1;1;0.01748857175663206
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/alt.atheism/0000601;1;1;0.09190192780575604
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/alt.atheism/0000630;1;1;0.15791323415782307
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/alt.atheism/0000585;1;1;0.11108298203653381
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/alt.atheism/0000878;1;1;0.025445577705908037
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/alt.atheism/0000237;1;1;0.0228476310392229
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/alt.atheism/0000600;1;1;0.01320506262872111
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/alt.atheism/0000180;1;1;0.01405292233872951
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/alt.atheism/0000601;1;1;0.1140428652656699
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/alt.atheism/0000630;1;1;0.12743145929030575
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/alt.atheism/0000585;1;1;0.07901308512479673
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/alt.atheism/0000237;1;1;0.043484119275798705
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/alt.atheism/0000600;1;1;0.01432622290756128
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/alt.atheism/0000180;1;1;0.05156892098576858
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/alt.atheism/0000601;1;1;0.024288955064873087
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/alt.atheism/0000630;1;1;0.027200982341943063
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/alt.atheism/0000585;1;1;0.031714263851722505
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/alt.atheism/0000600;1;1;0.01615539999107552
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/alt.atheism/0000180;1;1;0.21035858201999716
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/alt.atheism/0000601;1;1;0.012581834500272292
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/alt.atheism/0000630;1;1;0.02265032966570689
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/alt.atheism/0000585;1;1;0.12067637149859284
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/alt.atheism/0000180;1;1;0.019556988662628668
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/alt.atheism/0000601;1;1;0.014111303496804077
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/alt.atheism/0000630;1;1;0.012124968185891021
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/alt.atheism/0000585;1;1;0.025699165345135663
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/alt.atheism/0000601;1;1;0.04744876765343216
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/alt.atheism/0000630;1;1;0.034971035801258904
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/alt.atheism/0000585;1;1;0.09233474151845185
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/alt.atheism/0000630;1;1;0.19987032381847133
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/alt.atheism/0000585;1;1;0.047422644119474444
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/alt.atheism/0000585;1;1;0.04881816010896889
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010689;2;2;0.036343204580666304
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010779;2;2;0.011439125896195109
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010941;2;2;0.01826999910632103
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010739;2;2;0.009421269989618338
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010359;2;2;0.005984675455399841
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010818;2;2;0.007274834148700436
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010235;2;2;0.027809474494520682
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010698;2;2;0.06506831891141125
./20_newsgroups/rec.sport.hockey/0010018;./20_newsgroups/rec.sport.hockey/0010828;2;2;0.002994132504632416
./20_newsgroups/rec.sport.hockey/0010689;./20_newsgroups/rec.sport.hockey/0010779;2;2;0.026900790031367697
./20_newsgroups/rec.sport.hockey/0010689;./20_newsgroups/rec.sport.hockey/0010941;2;2;0.09874457100587118
./20_newsgroups/rec.sport.hockey/0010689;./20_newsgroups/rec.sport.hockey/0010739;2;2;0.05109822830095678
./20_newsgroups/rec.sport.hockey/0010689;./20_newsgroups/rec.sport.hockey/0010359;2;2;0.0760364729281211
./20_newsgroups/rec.sport.hockey/0010689;./20_newsgroups/rec.sport.hockey/0010818;2;2;0.058829884312806176
./20_newsgroups/rec.sport.hockey/0010689;./20_newsgroups/rec.sport.hockey/0010235;2;2;0.11931649743729061
./20_newsgroups/rec.sport.hockey/0010689;./20_newsgroups/rec.sport.hockey/0010698;2;2;0.1488074424094904
./20_newsgroups/rec.sport.hockey/0010689;./20_newsgroups/rec.sport.hockey/0010828;2;2;0.012497713594154039
./20_newsgroups/rec.sport.hockey/0010779;./20_newsgroups/rec.sport.hockey/0010941;2;2;0.00777718201562852
./20_newsgroups/rec.sport.hockey/0010779;./20_newsgroups/rec.sport.hockey/0010739;2;2;0.02923961460092622
./20_newsgroups/rec.sport.hockey/0010779;./20_newsgroups/rec.sport.hockey/0010359;2;2;0.0010232090836283117
./20_newsgroups/rec.sport.hockey/0010779;./20_newsgroups/rec.sport.hockey/0010818;2;2;0.024799285611634997
./20_newsgroups/rec.sport.hockey/0010779;./20_newsgroups/rec.sport.hockey/0010235;2;2;0.003922597186718359
./20_newsgroups/rec.sport.hockey/0010779;./20_newsgroups/rec.sport.hockey/0010698;2;2;0.009686392757271603
./20_newsgroups/rec.sport.hockey/0010779;./20_newsgroups/rec.sport.hockey/0010828;2;2;0
./20_newsgroups/rec.sport.hockey/0010941;./20_newsgroups/rec.sport.hockey/0010739;2;2;0.04289974641372193
./20_newsgroups/rec.sport.hockey/0010941;./20_newsgroups/rec.sport.hockey/0010359;2;2;0.04961036219377158
./20_newsgroups/rec.sport.hockey/0010941;./20_newsgroups/rec.sport.hockey/0010818;2;2;0.12049000469146406
./20_newsgroups/rec.sport.hockey/0010941;./20_newsgroups/rec.sport.hockey/0010235;2;2;0.08144354751763738
./20_newsgroups/rec.sport.hockey/0010941;./20_newsgroups/rec.sport.hockey/0010698;2;2;0.21759524944333572
./20_newsgroups/rec.sport.hockey/0010941;./20_newsgroups/rec.sport.hockey/0010828;2;2;0.037195853264328504
./20_newsgroups/rec.sport.hockey/0010739;./20_newsgroups/rec.sport.hockey/0010359;2;2;0.003932667663698289
./20_newsgroups/rec.sport.hockey/0010739;./20_newsgroups/rec.sport.hockey/0010818;2;2;0.012208904653969593
./20_newsgroups/rec.sport.hockey/0010739;./20_newsgroups/rec.sport.hockey/0010235;2;2;0.032636900737059535
./20_newsgroups/rec.sport.hockey/0010739;./20_newsgroups/rec.sport.hockey/0010698;2;2;0.05051296231702576
./20_newsgroups/rec.sport.hockey/0010739;./20_newsgroups/rec.sport.hockey/0010828;2;2;0.014606978187388596
./20_newsgroups/rec.sport.hockey/0010359;./20_newsgroups/rec.sport.hockey/0010818;2;2;0.02894338699329117
./20_newsgroups/rec.sport.hockey/0010359;./20_newsgroups/rec.sport.hockey/0010235;2;2;0.01315312835900836
./20_newsgroups/rec.sport.hockey/0010359;./20_newsgroups/rec.sport.hockey/0010698;2;2;0.031184633928085622
./20_newsgroups/rec.sport.hockey/0010359;./20_newsgroups/rec.sport.hockey/0010828;2;2;0.008397787985673167
./20_newsgroups/rec.sport.hockey/0010818;./20_newsgroups/rec.sport.hockey/0010235;2;2;0.045973868087502846
./20_newsgroups/rec.sport.hockey/0010818;./20_newsgroups/rec.sport.hockey/0010698;2;2;0.1462509684728383
./20_newsgroups/rec.sport.hockey/0010818;./20_newsgroups/rec.sport.hockey/0010828;2;2;0.038760455812230796
./20_newsgroups/rec.sport.hockey/0010235;./20_newsgroups/rec.sport.hockey/0010698;2;2;0.12571337948658967
./20_newsgroups/rec.sport.hockey/0010235;./20_newsgroups/rec.sport.hockey/0010828;2;2;0.022174715658937062
./20_newsgroups/rec.sport.hockey/0010698;./20_newsgroups/rec.sport.hockey/0010828;2;2;0.04782463297226892
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.0077375182396607085
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.015759058276209402
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.0002265688524272574
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.014371353400030715
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.006510700380278641
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.0003707304141717208
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.007309370619175684
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.020101460820228702
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.037533200438134226
./20_newsgroups/alt.atheism/0000846;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.002721910370011666
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.012018834682704163
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.012883460792819199
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.0009580281274495346
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.029726846483114466
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.008680751399885722
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.004714459188470021
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.005168110428375543
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.035959040892326884
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.04388069318633903
./20_newsgroups/alt.atheism/0000231;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.0072071694251633
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.01361126958227094
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.013981746800936815
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.0014062736170699594
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.03204958337964824
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.0070996718464237454
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.00400735871274173
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.00406596888355654
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.035449480487280235
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.041009895912100254
./20_newsgroups/alt.atheism/0000251;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.006401832520948635
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.021995698025741438
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.023683393470910093
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.00039617363778515324
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.04242563552655617
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.005020217345950605
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.003533313293707625
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.003016570729792821
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.027296621247170142
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.056300972634598254
./20_newsgroups/alt.atheism/0000878;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.012942459475788232
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.022335623896429336
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.03169860600077648
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.0029467081484350114
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.03349248653105368
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.0078644664249771
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.0016427713379300803
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.0021142242140460544
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.03537729971798354
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.05577833029142921
./20_newsgroups/alt.atheism/0000237;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.06859773499375123
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.0034014034711538385
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.010016189707418152
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.0005354720823573592
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.03376433153282772
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.016585393326886126
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.012154462715471529
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.010089643334258578
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.023306127838532174
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.0806571649307895
./20_newsgroups/alt.atheism/0000600;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.012039041049544001
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.008324287550817041
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.016239827701871806
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.00017802406583493162
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.03245398959502854
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.00708829941697847
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.011536699162596158
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.006640801935845762
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.02908356215125347
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.06208847131400177
./20_newsgroups/alt.atheism/0000180;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.008196434251830942
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.019948393884280963
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.032922316534669316
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.00025567430678294785
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.02340319491079162
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.010464725383658325
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.011989363065379517
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.006439422924291668
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.03551429490232903
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.048300085009779226
./20_newsgroups/alt.atheism/0000601;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.00870358466587333
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.0076576245340318734
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.009702253470685221
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.0013105377338791494
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.008750391387602835
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.0091974681353997
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.017585476324479148
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.007057502231124101
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010235;1;2;0.01623933752509252
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010698;1;2;0.03506379137167399
./20_newsgroups/alt.atheism/0000630;./20_newsgroups/rec.sport.hockey/0010828;1;2;0.04105141128568817
./20_newsgroups/alt.atheism/0000585;./20_newsgroups/rec.sport.hockey/0010018;1;2;0.038917146191833805
./20_newsgroups/alt.atheism/0000585;./20_newsgroups/rec.sport.hockey/0010689;1;2;0.023417371142589044
./20_newsgroups/alt.atheism/0000585;./20_newsgroups/rec.sport.hockey/0010779;1;2;0.0007065772635400434
./20_newsgroups/alt.atheism/0000585;./20_newsgroups/rec.sport.hockey/0010941;1;2;0.03760774774625529
./20_newsgroups/alt.atheism/0000585;./20_newsgroups/rec.sport.hockey/0010739;1;2;0.004866065477980159
./20_newsgroups/alt.atheism/0000585;./20_newsgroups/rec.sport.hockey/0010359;1;2;0.007112921838865163
./20_newsgroups/alt.atheism/0000585;./20_newsgroups/rec.sport.hockey/0010818;1;2;0.013879542641456036
